MUNIC_RES;name_muni;mes_ano;n_casos
230770;Maranguape;mar/25;1
230770;Maranguape;mai/23;1
230770;Maranguape;mai/24;1
230770;Maranguape;jun/23;1
230770;Maranguape;nov/24;1
230780;Marco;dez/24;1
230800;Massapê;jan/25;1
230800;Massapê;out/23;1
230810;Mauriti;dez/23;1
230820;Meruoca;jun/23;1
230820;Meruoca;out/24;1
230830;Milagres;jan/24;1
230830;Milagres;jan/25;1
230830;Milagres;mar/23;1
230830;Milagres;mai/24;1
230830;Milagres;jun/24;1
230830;Milagres;ago/24;1
230830;Milagres;out/23;1
230835;Milhã;mai/23;1
230835;Milhã;dez/23;1
230837;Miraíma;mai/23;1
230837;Miraíma;jun/23;1
230840;Missão Velha;jul/23;1
230860;Monsenhor Tabosa;abr/24;1
230860;Monsenhor Tabosa;nov/23;1
230860;Monsenhor Tabosa;dez/23;1
230870;Morada Nova;jan/24;1
230870;Morada Nova;mar/23;1
230870;Morada Nova;mai/23;1
230890;Morrinhos;jul/23;1
230890;Morrinhos;nov/23;1
230900;Mucambo;abr/24;1
230900;Mucambo;mai/23;1
230910;Mulungu;jan/24;1
230910;Mulungu;abr/23;1
230910;Mulungu;nov/24;1
230930;Nova Russas;fev/25;1
230930;Nova Russas;abr/23;1
230930;Nova Russas;mai/24;1
230930;Nova Russas;jul/24;1
230940;Novo Oriente;mai/23;1
230945;Ocara;jan/23;1
230945;Ocara;abr/23;1
230945;Ocara;jul/23;1
230945;Ocara;nov/24;1
230950;Orós;fev/23;1
230950;Orós;mar/23;1
230950;Orós;jun/24;1
230950;Orós;jul/23;1
230950;Orós;jul/24;1
230950;Orós;set/24;1
230950;Orós;dez/24;1
230960;Pacajus;fev/24;1
230960;Pacajus;mar/24;1
230960;Pacajus;mai/23;1
230960;Pacajus;mai/24;1
230960;Pacajus;out/24;1
230960;Pacajus;nov/23;1
230960;Pacajus;dez/24;1
230970;Pacatuba;mai/23;1
230970;Pacatuba;jun/24;1
230970;Pacatuba;dez/23;1
230980;Pacoti;mai/23;1
230980;Pacoti;mai/24;1
230980;Pacoti;nov/23;1
230990;Pacujá;fev/23;1
231000;Palhano;mai/24;1
231010;Palmácia;mai/23;1
231020;Paracuru;set/23;1
231025;Paraipaba;fev/24;1
231025;Paraipaba;abr/23;1
231025;Paraipaba;abr/24;1
231025;Paraipaba;mai/23;1
231025;Paraipaba;jun/23;1
231025;Paraipaba;jul/24;1
231025;Paraipaba;ago/24;1
231025;Paraipaba;dez/24;1
231030;Parambu;jan/23;1
231030;Parambu;jan/25;1
231030;Parambu;fev/24;1
231030;Parambu;mai/23;1
231030;Parambu;jul/24;1
231030;Parambu;out/24;1
231040;Paramoti;fev/25;1
231060;Penaforte;jan/23;1
231060;Penaforte;mar/24;1
231070;Pentecoste;ago/23;1
231085;Pindoretama;jan/24;1
231085;Pindoretama;jul/23;1
231085;Pindoretama;jul/24;1
231085;Pindoretama;dez/24;1
231090;Piquet Carneiro;ago/24;1
231090;Piquet Carneiro;set/23;1
231090;Piquet Carneiro;nov/23;1
231100;Poranga;mai/24;1
231110;Porteiras;jan/25;1
231123;Potiretama;abr/24;1
231126;Quiterianópolis;jan/24;1
231130;Quixadá;mar/24;1
231130;Quixadá;mar/25;1
231130;Quixadá;out/24;1
231130;Quixadá;dez/23;1
231135;Quixelô;jul/24;1
231140;Quixeramobim;jan/25;1
231140;Quixeramobim;fev/25;1
231140;Quixeramobim;mar/25;1
231140;Quixeramobim;set/24;1
231140;Quixeramobim;nov/24;1
231150;Quixeré;abr/23;1
231150;Quixeré;jul/24;1
231150;Quixeré;dez/24;1
231160;Redenção;mar/24;1
231170;Reriutaba;jan/23;1
231170;Reriutaba;jan/24;1
231170;Reriutaba;fev/24;1
231170;Reriutaba;mar/23;1
231170;Reriutaba;mar/25;1
231170;Reriutaba;abr/23;1
231170;Reriutaba;abr/24;1
231170;Reriutaba;mai/23;1
231170;Reriutaba;mai/24;1
231170;Reriutaba;jun/24;1
231170;Reriutaba;jul/24;1
231170;Reriutaba;out/24;1
231170;Reriutaba;nov/23;1
231180;Russas;jan/23;1
231180;Russas;mai/24;1
231180;Russas;jul/23;1
231180;Russas;jul/24;1
231180;Russas;ago/24;1
231180;Russas;set/24;1
231180;Russas;nov/23;1
231180;Russas;dez/23;1
231180;Russas;dez/24;1
231190;Saboeiro;fev/23;1
231190;Saboeiro;jul/23;1
231220;Santa Quitéria;mar/23;1
231220;Santa Quitéria;abr/23;1
231220;Santa Quitéria;abr/24;1
231220;Santa Quitéria;jun/24;1
231220;Santa Quitéria;jul/24;1
231220;Santa Quitéria;ago/23;1
231220;Santa Quitéria;set/24;1
231220;Santa Quitéria;out/23;1
231220;Santa Quitéria;dez/23;1
231230;São Benedito;ago/23;1
231230;São Benedito;ago/24;1
231230;São Benedito;nov/23;1
231240;São Gonçalo do Amarante;abr/23;1
231240;São Gonçalo do Amarante;abr/24;1
231240;São Gonçalo do Amarante;dez/24;1
231250;São João do Jaguaribe;fev/23;1
231250;São João do Jaguaribe;jul/23;1
231250;São João do Jaguaribe;set/23;1
231250;São João do Jaguaribe;nov/23;1
231250;São João do Jaguaribe;dez/23;1
231260;São Luís do Curu;abr/23;1
231260;São Luís do Curu;mai/23;1
231270;Senador Pompeu;jan/25;1
231270;Senador Pompeu;mar/25;1
231270;Senador Pompeu;jun/23;1
231270;Senador Pompeu;jun/24;1
231270;Senador Pompeu;ago/23;1
231270;Senador Pompeu;nov/23;1
231280;Senador Sá;set/23;1
231290;Sobral;jan/23;1
231290;Sobral;fev/23;1
231290;Sobral;mar/25;1
231290;Sobral;abr/23;1
231290;Sobral;mai/24;1
231290;Sobral;jul/24;1
231290;Sobral;set/24;1
231290;Sobral;out/23;1
231290;Sobral;nov/24;1
231300;Solonópole;mai/23;1
231300;Solonópole;mai/24;1
231300;Solonópole;ago/23;1
231300;Solonópole;out/24;1
231310;Tabuleiro do Norte;jan/23;1
231310;Tabuleiro do Norte;abr/23;1
231310;Tabuleiro do Norte;mai/24;1
231310;Tabuleiro do Norte;out/23;1
231310;Tabuleiro do Norte;dez/23;1
231320;Tamboril;jan/25;1
231320;Tamboril;mai/24;1
231320;Tamboril;jun/24;1
231320;Tamboril;jul/24;1
231320;Tamboril;out/24;1
231330;Tauá;jan/24;1
231330;Tauá;mar/23;1
231330;Tauá;jun/23;1
231330;Tauá;ago/24;1
231330;Tauá;set/24;1
231330;Tauá;nov/23;1
231335;Tejuçuoca;abr/24;1
231335;Tejuçuoca;jul/24;1
231335;Tejuçuoca;ago/23;1
231335;Tejuçuoca;ago/24;1
231335;Tejuçuoca;out/23;1
231340;Tianguá;fev/24;1
231340;Tianguá;mar/23;1
231340;Tianguá;mar/24;1
231340;Tianguá;mai/23;1
231340;Tianguá;ago/23;1
231340;Tianguá;nov/23;1
231340;Tianguá;nov/24;1
231350;Trairi;abr/23;1
231350;Trairi;abr/24;1
231350;Trairi;mai/23;1
231350;Trairi;jun/23;1
231350;Trairi;jul/23;1
231360;Ubajara;jan/24;1
231360;Ubajara;mar/23;1
231360;Ubajara;abr/23;1
231360;Ubajara;jul/23;1
231360;Ubajara;jul/24;1
231360;Ubajara;ago/23;1
231360;Ubajara;set/24;1
231360;Ubajara;nov/24;1
231370;Umari;dez/23;1
231370;Umari;dez/24;1
231380;Uruburetama;abr/23;1
231380;Uruburetama;jul/23;1
231390;Uruoca;mar/24;1
231390;Uruoca;abr/24;1
231390;Uruoca;dez/23;1
231395;Varjota;jan/25;1
231395;Varjota;mar/25;1
231395;Varjota;jul/23;1
231400;Várzea Alegre;jan/23;1
231400;Várzea Alegre;mar/23;1
231400;Várzea Alegre;jul/23;1
231400;Várzea Alegre;set/23;1
231400;Várzea Alegre;set/24;1
231410;Viçosa do Ceará;jan/23;1
231410;Viçosa do Ceará;jul/23;1
260430;NA;jun/24;1
261400;NA;set/23;1
293070;NA;set/24;1
330455;NA;set/23;1
351880;NA;mar/23;1
352390;NA;fev/25;1
352390;NA;jun/24;1
355030;NA;jul/24;1
355030;NA;set/23;1
